group,mz,cluster,r2
ctrl1,176.05947424159,7,0.997014029406716
ctrl1,176.05947424159,8,0.9714439625851666
ctrl1,176.05947424159,9,0.9538260893938072
ctrl1,176.05947424159,10,0.9883242928016072
ctrl1,176.05947424159,11,0.988524589219602
ctrl1,176.05947424159,12,0.9846005523853512
ctrl1,176.05947424159,13,0.9951058604839071
ctrl1,176.05947424159,14,0.978149547894423
ctrl1,176.05947424159,15,0.9776031141537712
ctrl1,176.05947424159,16,0.9863306128834594
ctrl1,176.05947424159,17,0.9528319408150197
ctrl1,176.05947424159,18,0.9836119895586468
ctrl1,176.05947424159,19,0.9954992635910525
ctrl1,176.93578236842,0,0.9808996338224304
ctrl1,176.93578236842,1,0.9600239103237616
ctrl1,176.93578236842,2,0.9900945470614192
ctrl1,176.93578236842,3,0.9345427754994924
ctrl1,176.93578236842,4,0.97966975321416
ctrl1,176.93578236842,5,0.9559464174745432
ctrl1,176.93578236842,6,0.9531148973802064
ctrl1,176.93578236842,7,0.9738799657934544
ctrl1,176.93578236842,8,0.9768609890857076
ctrl1,176.93578236842,9,0.9554435645074004
ctrl1,176.93578236842,10,0.9419727212046544
ctrl1,176.93578236842,11,0.9765566716213816
ctrl1,176.93578236842,12,0.9709700890722416
ctrl1,176.93578236842,13,0.986674651509112
ctrl1,176.93578236842,14,0.9434001936626584
ctrl1,176.93578236842,15,0.9881874727832272
ctrl1,176.93578236842,16,0.9870916131405972
ctrl1,176.93578236842,17,0.9961319290587868
ctrl1,176.93578236842,18,0.9560324295184842
ctrl1,176.93578236842,19,0.9570418680022752
ctrl1,177.05702478979,0,0.9718864827594822
ctrl1,177.05702478979,1,0.9895288975054488
ctrl1,177.05702478979,2,0.9779717814183612
ctrl1,177.05702478979,3,0.9881619917362492
ctrl1,177.05702478979,4,0.9828896603779272
ctrl1,177.05702478979,5,0.9871929009604442
ctrl1,177.05702478979,6,0.9952928842985492
ctrl1,177.05702478979,7,0.993117480057252
ctrl1,177.05702478979,8,0.9671039287291404
ctrl1,177.05702478979,9,0.9307869186584736
ctrl1,177.05702478979,10,0.9871638495104414
ctrl1,177.05702478979,11,0.9863104921799266
ctrl1,177.05702478979,12,0.9898654366911854
